CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
13035,9.84,12.31,80.51,28.4,14.45,12.5572736745765,11.7395728506887,10.0
13036,12.24,24.13,82.23,26.23,14.84,11.9030438024888,11.5659915968458,13.0
13037,9.91,15.08,75.7,27.8,11.84,13.3017355433225,12.1649790745295,7.0
13038,10.67,17.57,83.61,25.48,13.54,12.0403753625666,11.9556104950545,11.0
13039,13.32,17.9,70.72,35.15,15.91,14.6975228866785,11.4463690101724,10.0
13040,7.78,11.17,78.97,20.82,14.87,12.4529186510939,12.3248366598312,7.0
13041,12.15,20.4,48.31,44.52,16.96,12.2275391040259,11.6204719227946,13.0
13042,9.89,12.92,78.27,22.86,14.2,12.4714842023384,11.9034233894847,7.0
13043,11.99,19.49,75.72,26.05,15.92,13.1044592654002,12.0546927737926,12.0
13044,9.45,14.2,77.92,29.39,12.59,13.0481993690969,11.5305424087064,7.0
13045,9.17,15.81,77.67,28.86,12.79,11.985189023803,11.6616697236479,13.0
13046,9.12,16.12,77.77,25.94,14.17,12.8785725549008,12.543430241463,7.0
13047,12.23,17.21,52.66,42.9,16.08,13.4315709503549,11.3428227514206,13.0
13048,10.24,15.07,81.08,23.38,15.78,12.0800649333374,11.6122288919796,9.0
13050,10.27,12.54,69.67,32.19,13.15,12.1297562749651,12.2664211363231,10.0
13051,9.52,15.45,82.93,20.81,14.65,13.2223765225571,12.0239897762493,8.0
13052,9.52,17.24,84.03,28.53,11.55,12.2934659853096,12.193950930901,11.0
13053,11.68,18.64,78.31,27.96,13.86,12.3595306385721,11.5967041547949,11.0
13054,14.38,23.58,44.17,35.21,16.02,12.2513917506293,11.7337127393727,18.0
13055,16.9,21.28,15.98,53.1,20.69,11.6108142779842,11.4354523397572,25.0
13056,15.57,23.53,38.64,49.7,16.72,13.2751731147744,11.6672424272347,17.0
13058,11.35,19.5,79.12,29.76,12.07,12.3853415018793,11.307965650727,13.0
13059,12.19,17.23,68.34,36.28,15.01,12.5118934029923,12.0146969308619,12.0
13060,8.99,14.0,80.31,26.94,15.46,13.0075324693527,12.1287203581285,7.0
13062,9.12,13.32,94.63,13.48,15.69,13.3166035992909,12.0014486402506,6.0
13063,16.13,27.77,47.06,55.37,18.27,12.4662926469958,11.4232278194119,20.0
13064,9.33,20.09,89.93,24.29,13.61,12.3203593650043,11.7673088753769,9.0
13065,11.35,19.13,90.2,26.13,14.79,13.1198627267512,11.5033053139986,12.0
13066,11.07,18.64,78.32,31.71,12.61,11.9484198621634,11.6525718168761,12.0
13067,11.96,24.18,79.62,27.08,16.66,12.1388086166336,11.5355178817419,23.0
13069,8.53,12.73,77.75,23.11,13.75,12.9912815551387,12.4145379442403,8.0
13070,13.23,22.18,58.06,34.41,16.96,12.5788008437834,12.1431224937894,10.0
13071,8.78,17.42,75.74,21.3,14.89,13.8648386697676,12.2528829175607,8.0
13072,8.25,8.45,82.04,20.34,14.16,12.9608716440945,12.8367536950899,7.0
13073,9.3,15.76,83.79,16.72,15.51,12.4579279144704,12.2040599393997,6.0
13074,12.99,20.81,67.32,27.92,14.18,12.3274127811901,11.9899145817889,10.0
13075,9.2,19.32,56.4,25.56,15.95,13.3789181010979,12.1686245219875,7.0
13076,12.22,23.36,89.3,26.57,16.03,12.4960111460738,11.7045517156828,11.0
13077,20.31,32.18,41.47,50.49,18.95,14.0091061054531,11.2247812356395,22.0
13078,17.6,31.08,43.41,55.31,19.11,17.9783643981873,10.884722932326,20.0
13080,13.46,22.4,76.79,26.73,16.07,12.5290382267814,12.3364420358571,10.0
13081,10.2,15.57,71.26,29.27,15.5,13.1610122186671,12.006498111671,9.0
13082,13.29,13.06,85.82,21.84,15.58,12.2934835881359,12.0767244509595,9.0
13083,11.42,19.27,77.12,36.12,12.85,12.0891344898952,11.1513275732962,10.0
13084,11.45,21.69,65.79,36.01,16.35,10.6722349612129,11.4065749254647,14.0
13085,11.48,16.76,72.21,27.77,13.82,12.2098780191395,12.0636023163898,9.0
13086,10.21,12.87,69.68,28.18,15.01,12.4952470503189,11.8250450300693,9.0
13087,11.14,13.58,59.99,38.21,14.36,12.0368856584665,11.9646210889661,9.0
13088,8.01,17.57,75.52,26.88,13.88,13.3624948631862,12.3666815780772,9.0
13089,10.61,21.86,73.02,32.3,13.07,11.611548454891,11.5100696642643,15.0
13091,10.87,13.3,79.12,23.95,13.24,12.5530284825472,12.4471593688646,8.0
13092,13.02,17.11,63.02,34.6,15.67,13.1182541000614,12.0053636180526,11.0
13096,23.59,28.24,64.45,35.33,15.65,11.6113036834453,10.3698359674634,21.0
13097,10.73,20.34,72.11,36.21,13.7,12.6905736294308,11.3492553811093,11.0
13098,11.57,15.78,86.83,20.54,13.51,14.1158312809929,12.3861047845909,8.0
13100,14.15,23.53,75.24,31.64,13.19,11.9616347340938,11.5198293813853,17.0
13101,8.71,11.15,77.82,20.59,13.45,13.4917308563945,12.1592304173275,6.0
13102,15.57,23.31,75.54,33.45,16.02,12.8674693937283,11.7273515843959,13.0
13103,14.95,19.85,37.54,48.79,16.04,11.984589233004,11.3765959416833,16.0
13104,9.84,14.21,63.23,25.41,14.59,13.7695963920641,12.8429943025879,7.0
13105,13.15,23.72,74.31,38.53,13.66,12.2533238718814,11.2428078834432,14.0
13106,14.8,24.25,57.51,29.78,15.64,13.217601873792,11.9355294665761,15.0
13107,8.52,13.23,79.4,22.6,14.4,13.1171032953937,12.0560403266087,6.0
13108,22.49,30.89,57.43,46.1,22.14,11.5655591519069,11.0598845975551,29.0
13110,12.82,18.09,71.61,32.34,14.72,12.0751368951012,11.8518211561414,10.0
13112,10.73,14.58,81.81,19.62,14.72,13.0344983538319,12.3056746511829,6.0
13113,9.63,9.98,71.1,27.45,13.14,12.2813360193875,12.1285409226795,6.0
13114,8.81,7.15,91.97,14.81,12.9,12.9777535021832,12.5988257389599,6.0
13117,14.59,20.71,45.55,41.52,17.58,12.3562038562612,11.7728499174411,16.0
13119,11.91,17.14,57.92,31.71,15.71,12.8174933850751,11.8471307129113,9.0
14020,12.89,23.76,88.35,37.58,14.65,11.9137398185027,11.076420273348,10.0
14027,11.41,26.13,76.37,31.66,13.15,11.9225143609404,10.6929574465092,12.0
14047,17.16,29.35,41.77,55.62,15.08,10.8808800524302,10.7628176309234,15.0
14061,10.71,30.73,98.21,23.82,13.39,11.8965929051907,10.9822891474589,12.0
14068,7.86,12.46,87.18,23.88,13.01,11.9839817306785,12.1837433833853,6.0
14076,13.45,20.77,55.07,54.86,15.04,11.4425638464533,11.3096218982969,11.0
14098,6.78,15.48,94.94,15.54,13.27,12.0768304459455,11.8294128602004,6.0
14101,9.75,12.6,76.22,31.91,14.08,11.3992511693087,11.1994702644184,7.0
14117,19.72,26.76,49.24,44.92,13.81,11.4103899299529,11.0659458967066,14.0
14118,17.98,14.94,16.71,61.73,25.55,10.7909878124569,10.8592338141783,19.0
14137,8.65,19.56,78.82,37.21,14.38,11.7758542040179,11.394991723543,9.0
14143,12.2,36.14,90.45,27.67,15.31,11.6234675426634,11.1481202409435,13.0
14167,19.61,27.79,57.49,60.29,15.94,11.0195004860872,10.6581142700114,19.0
14174,17.85,35.58,69.73,36.41,16.25,11.2732059110632,10.8885159539395,16.0
14181,10.7,23.4,82.45,35.28,17.45,11.9439717827695,11.3239744599027,8.0
14191,15.34,24.29,49.4,37.06,14.69,11.5656696090182,10.9776588202343,10.0
14220,16.54,23.68,34.63,48.19,14.89,11.1006257485369,11.4783193907265,13.0
14221,10.18,22.11,87.75,31.48,16.87,11.9211648142821,11.6548395048118,7.0
14225,16.42,30.57,70.15,53.41,17.06,11.0004456366389,10.3801124421372,18.0
14228,9.8,14.61,75.53,34.12,16.13,11.4275520578698,10.4169355595105,8.0
14229,9.7,29.76,82.04,39.35,12.55,9.81549578070919,10.6778656312496,10.0
14258,16.12,29.08,47.77,54.39,15.5,9.88493248014472,10.8079278081691,18.0
14271,16.16,22.43,54.29,53.31,14.0,11.1598698907814,11.1676050909052,14.0
14301,13.74,23.75,85.52,45.59,16.09,11.4217115963378,11.3112870083242,11.0
14327,19.67,19.04,20.24,66.31,20.59,11.1113170266492,10.731933205038,24.0
14333,17.15,25.37,48.38,62.66,15.16,11.5861103567216,10.9439485568412,18.0
14341,14.91,20.84,61.34,49.64,16.52,11.2200111224487,11.2724323769683,13.0
14342,14.16,43.73,82.48,40.2,15.68,12.5832272589593,10.666749889735,16.0
14366,21.81,30.34,32.25,64.17,17.34,10.9898318673655,10.6836823865269,22.0
14370,12.48,34.72,88.41,35.86,16.45,12.0862258672402,10.9000223158885,12.0
14371,13.02,26.24,90.74,30.66,14.71,11.6289819835216,10.9360918450089,17.0
14384,12.59,20.02,83.15,25.86,16.53,11.43364720695,11.3705651906512,8.0
14409,9.6,17.14,76.64,30.8,13.44,12.285149342417,11.330955601799,9.0
14431,12.63,26.26,89.84,32.73,14.92,11.7466454244424,11.228564046189,13.0
14437,13.51,20.53,50.49,49.21,15.43,11.3072314612075,11.4430807262471,12.0
14456,9.53,18.07,95.2,31.48,13.14,12.2505100649568,11.1450066700799,10.0
14488,12.86,19.91,64.05,39.63,15.53,11.637805081082,10.9984486683592,11.0
14514,12.23,28.95,60.66,50.13,11.94,11.3801004708471,10.8579059571733,13.0
14516,10.24,27.04,90.33,32.28,13.71,11.7429612281878,11.0272122017735,14.0
14536,11.37,19.03,68.39,41.36,13.13,12.8677931274134,11.2865157205305,8.0
14562,11.77,14.52,77.9,31.17,15.36,11.5008879570828,11.226789219984,8.0
14570,10.11,24.14,98.65,10.72,12.84,12.1851351738688,11.1962594544491,10.0
14587,15.58,15.88,65.85,60.92,17.93,11.3740011032855,11.1678865406592,18.0
14654,12.8,29.55,82.21,30.8,15.9,11.571490463787,10.8185846824618,14.0
14658,10.29,30.11,97.56,24.13,14.56,11.6884275895714,10.6957260997287,15.0
14689,10.64,18.95,80.94,31.1,12.76,11.6678279771428,11.2558258207624,13.0
14699,14.88,24.36,48.88,56.59,15.23,10.9462279306076,11.0955931018449,15.0
14715,17.15,29.72,45.25,47.98,13.67,11.1019928067453,11.4812094209567,17.0
14726,10.42,27.74,96.42,26.2,13.62,11.60273960341,10.6290622847799,14.0
14738,9.97,16.27,78.77,29.62,15.28,11.7681057526719,11.577778504682,6.0
14752,12.32,31.69,69.56,48.86,12.42,11.5045099032214,11.134732235412,11.0
14754,15.39,25.54,46.28,34.49,11.21,11.355750628978,11.3285779483007,13.0
14762,11.58,32.17,63.6,40.42,16.75,11.3675285823213,11.0110321762263,14.0
15012,5.93,16.28,75.43,22.95,13.62,11.6440080841002,11.1983155555636,8.0
15014,13.6,19.94,31.37,43.73,17.35,10.7033944962061,10.8929328720603,15.0
15120,9.6,27.87,61.18,32.96,15.87,10.3941032243208,10.6004078069,14.0
15162,8.97,31.69,68.93,29.1,14.31,11.9684869564548,10.6449334813333,12.0
15187,11.73,21.59,47.55,41.71,14.78,10.6442611558831,10.5427629707657,13.0
15267,7.36,17.41,94.66,12.6,14.11,12.1124470712201,11.2917181452983,5.0
16015,22.19,18.89,43.82,56.87,17.91,11.0373603375321,11.1044897777487,23.0
16028,13.81,27.54,71.62,41.45,15.29,11.5573278904511,11.282844966417,18.0
16061,7.32,12.05,98.6,14.04,13.2,12.3903507721753,11.5641354044376,7.0
16078,8.72,14.22,98.35,13.71,14.43,12.3701363491545,11.7036017834672,6.0
16085,12.13,22.91,86.24,34.01,13.28,11.3762396997565,10.7926840276678,17.0
16089,11.2,28.45,86.36,27.26,14.34,12.2950194010469,11.9657923638028,9.0
16090,13.95,27.18,82.93,27.45,13.53,12.0696041025339,11.7770148985581,13.0
16102,16.72,21.85,61.63,45.35,15.33,12.2706812549576,11.5245848480954,17.0
16106,17.05,30.54,81.08,25.96,14.43,12.1885514776054,10.5920831616686,18.0
16113,17.91,21.84,67.24,44.72,21.23,11.5903896867195,10.9607835675939,15.0
16138,10.0,17.22,92.43,22.89,12.39,12.3061342210615,11.3668928102485,8.0
16154,16.11,22.0,79.71,38.56,14.79,11.2815507980003,11.1242518009215,14.0
16166,14.72,19.94,80.95,34.95,14.61,11.5868660830334,11.3137761126396,12.0
16167,16.54,28.87,79.84,33.54,14.38,12.299904356875,11.2188459249,12.0
16192,13.32,34.43,92.14,21.66,15.9,12.5358488946077,11.2648040286514,18.0
16199,9.5,15.98,94.35,19.85,12.65,11.9550509368476,11.4670515425346,8.0
16230,16.99,29.12,90.49,28.08,18.4,11.525189559282,10.9174573353401,18.0
16244,13.09,20.18,80.62,31.9,14.91,12.0401256677768,11.5494309748,14.0
16281,15.87,27.37,76.74,35.59,16.52,11.4470873600232,10.6173123500158,14.0
16286,12.12,28.4,88.59,22.39,14.86,11.7751773166981,10.8889890921358,14.0
16287,9.55,17.91,96.12,15.4,13.66,11.9654532921796,11.6409947171192,7.0
16291,12.09,17.66,84.14,30.37,14.18,11.4734890041892,11.3106499911085,11.0
16292,23.08,32.18,73.06,42.0,18.28,10.3215643182555,10.3469567691512,22.0
16341,14.29,24.46,66.88,39.28,12.37,11.6999423938901,11.028074556316,15.0
16358,11.34,16.19,91.92,31.42,14.36,11.7339895111339,11.6366650617061,10.0
16374,22.87,24.67,56.18,54.94,17.77,10.7367601883432,11.1870614687145,29.0
16393,12.9,17.24,96.19,17.39,12.76,11.6814164259617,11.5109323836114,12.0
17003,9.34,19.47,94.41,22.52,13.68,12.1664157843695,11.553420049244,8.0
17010,11.79,14.38,87.58,27.26,15.23,11.8566820558937,12.0061385537156,8.0
17021,14.83,30.6,92.92,19.64,16.08,11.0424498380435,10.6288859961916,12.0
17028,16.32,19.55,58.04,44.24,16.34,11.5878576116366,11.1119659594525,11.0
17051,12.23,19.74,92.1,24.27,15.73,11.6723404947101,11.5916200657343,9.0
17058,15.53,27.14,89.22,22.81,15.77,11.1179694449518,10.7343546988113,14.0
17064,14.62,19.04,95.36,15.36,15.7,11.4359426162202,11.1680892140069,10.0
17086,10.17,16.34,96.84,20.7,13.81,12.0914184119952,11.5070347772892,10.0
17093,13.17,19.59,89.76,30.26,13.43,11.4286452414219,10.9185186759659,11.0
17094,15.53,19.15,80.16,30.33,14.9,10.7582877396,11.5123038770421,9.0
17131,15.85,29.17,87.48,25.52,13.17,11.2982923162939,10.6440123406851,13.0
17140,14.01,19.24,91.4,26.78,14.41,11.3731586969829,10.7053990566931,11.0
17142,8.45,14.5,92.35,18.06,13.57,12.5295228513699,11.6357752679977,5.0
17146,10.79,16.05,92.83,22.35,12.12,11.8185846053075,11.2298615990134,8.0
17155,14.79,21.44,93.63,18.6,14.06,11.2064751760236,10.7446763512627,10.0
17161,12.75,19.06,90.36,36.14,16.18,11.5947007135421,11.4383189431931,10.0
17168,16.18,19.87,87.07,25.26,15.04,11.6413235013474,11.0343755279731,9.0
17172,16.31,30.33,86.15,28.45,13.66,11.0139241750442,11.1099432200529,14.0
17194,8.71,13.73,96.01,17.18,13.32,12.552723422388,11.713070035632,6.0
17197,19.63,23.93,65.17,44.78,15.72,10.5150288279479,10.8357005564625,20.0
17200,10.28,14.9,85.46,23.35,14.73,12.096420392805,11.8228970801317,6.0
17218,14.57,26.74,80.26,29.1,14.58,11.812599869337,10.8790769692923,13.0
17219,18.11,25.78,82.99,31.18,15.24,11.0860843316801,10.6752885481971,14.0
17222,8.33,11.32,95.88,22.8,13.48,12.6788351768298,12.2522799495947,7.0
17224,15.31,31.29,86.88,30.01,17.15,10.8610168833656,10.9446892365168,18.0
17225,14.78,17.42,89.24,21.49,13.96,11.5140563694388,10.861854097864,9.0
17228,13.62,21.29,93.74,14.47,13.07,11.4654954269996,11.0364110768537,10.0
17230,15.99,20.87,90.87,17.8,15.49,10.9448917870529,11.2554041002085,10.0
17240,17.34,28.89,84.5,35.26,15.49,11.6825151357935,10.4486703188048,20.0
17264,12.55,15.48,92.1,22.89,15.03,12.2583924371312,11.6944272317193,7.0
17274,11.83,12.62,74.46,38.34,13.32,11.483362482544,11.5336651337208,7.0
17283,18.53,27.4,73.0,38.11,15.92,11.2989760508207,10.9010927669495,16.0
17291,10.52,16.62,75.76,32.23,13.9,12.1856672124596,11.6847642056464,7.0
17297,14.97,14.02,92.04,29.72,14.02,12.3735927612169,11.5537358281475,8.0
17299,21.13,22.7,51.5,49.63,16.63,10.9891764000347,10.9897262473312,19.0
17300,19.1,14.79,34.02,56.9,21.02,11.2016923355535,11.0569857344269,17.0
17306,19.08,22.38,51.32,38.98,13.16,10.8729975529417,10.9429199364578,14.0
17308,10.98,14.2,95.23,16.41,15.59,12.2314808873467,11.3415878798667,8.0
17333,20.15,23.43,80.07,24.34,13.67,11.6719156283948,10.7794391514721,11.0
17337,20.62,26.84,91.89,25.92,13.98,11.3037322395167,10.7912404524701,15.0
17347,21.12,25.1,71.44,41.36,16.17,10.6960266361154,10.7478112605049,22.0
17349,8.98,18.78,91.92,18.08,10.5,12.3262186431727,11.0367254436948,9.0
17351,14.14,27.54,93.43,13.31,17.78,11.5630835862106,11.1050618143442,12.0
17360,14.19,15.44,96.65,26.91,13.86,12.2159543195425,11.5775052488343,8.0
17380,13.83,17.43,92.37,16.84,14.46,11.2822788595274,11.420390499372,8.0
17385,16.14,21.6,91.46,26.61,13.8,11.276738636779,10.7912534730434,12.0
17397,13.62,26.15,88.04,25.39,13.75,9.4977225653703,10.7011387717832,15.0
17407,9.74,14.22,93.4,23.05,14.23,12.3856646653337,11.7163399289298,6.0
17409,14.53,19.25,92.53,19.55,15.97,11.3829701245009,11.2922062136814,9.0
17414,9.38,13.96,93.67,21.96,14.86,12.1383745778993,11.6514240804872,6.0
17415,18.01,21.18,59.25,43.71,15.99,10.9596739841311,11.3613930921793,16.0
17421,18.05,24.78,80.91,29.85,13.62,11.1701065691677,10.9631551640649,12.0
17425,10.87,20.4,97.35,20.75,14.24,11.6572169036285,10.7917624457328,10.0
17434,17.85,24.39,81.15,36.59,16.27,11.4128840002759,10.7635137846177,14.0
17449,16.32,22.07,75.67,31.88,14.46,11.46323763851,10.7301334213781,11.0
17452,18.59,28.99,83.56,28.21,15.2,10.3816078103371,10.7026046988083,13.0
17461,16.09,19.05,81.77,22.03,13.24,11.2369592153668,11.2874360234223,9.0
18011,11.94,28.82,94.7,25.75,13.86,12.0870510566675,11.0173900280441,11.0
18015,11.76,29.3,85.4,34.21,14.46,11.9639043667976,10.5945703082224,13.0
18018,11.3,18.72,87.23,47.33,13.29,11.4580177093567,10.1559228853779,16.0
18033,16.21,17.74,48.04,47.02,18.32,11.1351259128489,11.2128443993765,18.0
18087,13.77,26.96,95.42,23.26,15.02,11.6402822157298,10.7466048759165,11.0
18096,14.59,28.95,92.29,19.96,13.8,11.8662742057217,10.7774073492492,11.0
18108,11.89,25.78,92.0,22.25,15.71,11.8249943318322,10.9169848151377,15.0
18141,12.43,26.88,86.41,26.35,14.88,12.1141327503284,11.2531322820182,11.0
18197,21.45,30.88,66.33,37.29,15.44,10.3136152162006,10.5937475787244,18.0
18205,10.21,18.15,81.68,26.14,14.63,12.1981941334661,11.6151678063645,8.0
18207,13.35,28.27,78.46,29.7,15.04,11.9887534774271,11.4324075007049,13.0
18213,14.18,21.32,80.12,30.16,15.3,11.7365273717582,11.4114342868161,11.0
18223,9.15,18.61,92.27,22.47,11.65,11.818592815741,11.2805653022634,9.0
18242,18.33,38.08,92.26,31.94,15.8,11.0818699073141,10.4792263278009,21.0
18279,23.41,31.15,72.14,38.28,16.17,11.2372023284819,10.718144293768,23.0
19005,9.27,16.96,86.51,18.42,13.74,11.7966389700036,11.2342401287842,10.0
19010,10.34,24.56,77.07,31.42,14.12,11.3860767356444,10.4856702566687,15.0
19028,11.43,33.7,67.56,29.91,16.42,9.88944841377846,10.803420162739,16.0
19031,15.09,21.7,50.58,45.77,16.05,11.1815373981132,10.7533100669811,17.0
19072,6.88,15.06,91.74,15.49,12.08,11.7137388208579,11.8142938364689,10.0
19073,10.74,18.24,54.14,41.88,21.82,11.6361265461017,10.9444153890654,16.0
19121,8.18,24.96,89.43,22.01,14.86,11.6592215074561,10.6748712774034,14.0
19123,9.42,17.1,81.44,26.74,13.92,11.3712130201429,10.8950733445522,9.0
19136,13.22,19.76,76.96,30.16,17.46,11.6154924629535,10.9086175684567,16.0
19153,13.72,26.98,75.49,33.12,14.01,11.8349921195267,10.664538923411,11.0
19229,7.62,17.96,91.45,23.06,13.86,11.9707790308138,11.1357424946833,10.0
19272,14.32,18.64,40.85,41.94,15.4,10.422656930612,10.6193466314542,17.0
19274,7.75,12.41,91.68,18.04,14.41,11.7705490660215,11.1471651933631,6.0
19275,10.75,21.06,70.34,36.97,15.03,11.1699020243844,11.0764601258123,15.0
19276,12.51,21.68,71.32,25.82,29.21,11.3292151585404,11.6902827375877,13.0
19278,9.72,20.94,96.79,17.65,15.5,12.3258587833893,11.2420416814376,11.0
21038,14.88,30.15,52.73,39.63,15.26,12.0274346753175,11.1190487534332,14.0
21054,12.28,24.06,41.08,47.59,14.24,11.3158845222009,11.7860338698519,14.0
21154,18.45,36.99,48.7,41.2,18.19,10.7231455469438,10.4735236323039,22.0
21166,18.23,30.29,25.84,53.19,17.69,11.0520915893959,11.0978710732879,26.0
21171,11.11,17.68,36.9,37.25,14.76,12.2381327351717,11.5301731140558,9.0
21231,14.83,14.37,15.71,52.33,21.57,11.435418744148,11.2937743185882,16.0
21278,7.94,10.67,52.2,24.74,13.6,11.6280081898062,12.1023098373105,6.0
21292,11.38,21.67,62.65,32.88,13.78,12.0035763921926,11.5760328918305,10.0
21295,9.87,22.24,51.2,38.9,13.86,11.864365259817,11.4889375515967,10.0
21317,15.0,23.45,68.21,34.06,14.92,11.8882604901413,11.1739878365889,11.0
21355,14.7,21.04,40.43,45.22,15.3,11.6953456272513,11.3153063916785,15.0
21390,9.49,17.38,80.61,21.8,14.39,12.3804323678805,11.8723217085076,8.0
21425,18.75,28.9,51.17,45.65,16.54,10.9803555473656,10.8338526710015,18.0
21452,8.72,18.13,87.08,21.04,14.79,12.405381272943,11.9401748183115,7.0
21464,9.76,25.95,55.94,38.47,12.42,11.2772514820565,11.4095464250955,11.0
21485,13.04,21.0,61.17,32.41,14.64,12.5133490968888,11.4366317810924,12.0
21515,12.72,18.73,42.8,37.84,17.24,11.0285344792996,11.7415587504812,12.0
21540,8.28,14.59,51.87,32.12,14.65,12.3168427503287,12.0513280985365,7.0
21584,14.15,28.41,60.32,37.96,13.37,11.3292812069839,10.4592245390866,17.0
21599,11.26,25.57,86.14,20.01,13.61,12.8173546836367,11.6733107998772,9.0
21603,12.65,23.7,47.37,48.35,16.29,10.5799446478846,11.8367574693425,15.0
21607,18.21,34.46,60.07,44.65,15.73,11.4061277911444,10.8834187587533,15.0
21617,14.79,15.63,35.44,45.0,14.28,11.6373779102972,11.5960183440885,16.0
21663,15.09,27.85,52.4,46.73,16.28,11.9310630171303,10.7174265628125,20.0
22004,11.28,21.98,91.16,21.26,17.31,11.439869204403,11.1075650449275,12.0
22013,10.5,21.72,93.18,19.56,15.22,11.6475270543955,11.020964391022,15.0
22020,8.26,26.8,86.92,24.18,13.24,11.8666705323202,10.9015853107946,10.0
22025,17.6,36.25,90.3,18.77,17.69,11.6788154462242,10.8093495099319,19.0
22032,10.19,19.32,90.61,21.77,12.14,11.8659877823101,11.2330003258752,10.0
22046,10.05,25.08,91.95,23.67,13.21,12.3260019851526,11.3145558977775,14.0
22048,11.35,16.8,95.17,20.57,15.48,11.5569130799585,11.3383979328115,12.0
22050,16.05,18.48,43.27,43.8,16.6,10.4077797774316,11.3224897055942,16.0
22054,13.41,19.92,86.36,17.75,13.05,11.3490132452191,10.9633122050092,8.0
22055,10.48,11.82,83.06,22.98,13.96,11.5374539684491,11.7278843374655,8.0
22067,10.02,20.66,96.19,17.13,15.91,11.7046987607329,11.1994627960499,12.0
22070,21.39,19.42,37.38,56.81,23.51,10.4135079715224,10.8229303053077,28.0
22079,8.68,19.39,96.62,16.92,12.56,12.2271822154963,11.1683443574403,10.0
22081,9.28,19.51,92.15,17.17,14.32,11.7288036079564,11.5243738045394,7.0
22084,8.04,16.3,93.05,20.53,12.24,11.9370536020542,11.1609267175058,11.0
22093,8.4,17.65,77.09,27.18,14.92,11.5181957820921,11.3884773564999,9.0
